卡ID	卡名	角色名	稀有度	类型	总段数	挂载方式	各段Story ID
30191	[力]万籁争鸣	サウンズオブアース	3	1	3	card+chara_shared	S0:801102001,801102002 | S1:830191001 | S2:830191002 | S3:830191003
30192		ヴィブロス	3	1	3	card+chara_shared	S0:801091001,801091002 | S1:830192001 | S2:830192002 | S3:830192003
30193	[耐]高尚骏逸	シュヴァルグラン	3	1	3	card+chara_shared	S0:801089001,801089002 | S1:830193001 | S2:830193002 | S3:830193003
30194	[根]莱茵力量	ラインクラフト	3	1	3	card+chara_shared	S0:801109001,801109002 | S1:830194001 | S2:830194002 | S3:830194003
30195	[力]凯斯奇迹	ケイエスミラクル	3	1	3	card+chara_shared	S0:801093001,801093002,801093003 | S1:830195001 | S2:830195002 | S3:830195003
30196	[速]也文摄辉	ヤマニンゼファー	3	1	3	card+chara_shared	S0:801078001,801078002,801078003 | S1:830196001 | S2:830196002 | S3:830196003
30197	[力]青竹回忆	バンブーメモリー	3	1	3	card+chara_shared	S0:801053001,801053002,801053003 | S1:830197001 | S2:830197002 | S3:830197003
30198		ネオユニヴァース	3	1	3	card+chara_shared	S0:801105001,801105002 | S1:830198001 | S2:830198002 | S3:830198003
30199		ヒシミラクル	3	1	3	card+chara_shared	S0:801106001,801106002 | S1:830199001 | S2:830199002 | S3:830199003
30200		ノーリーズン	3	1	3	card+chara_shared	S0:801096001,801096002 | S1:830200001 | S2:830200002 | S3:830200003
30201		ナリタタイシン	3	1	3	card+chara_shared	S0:801050001,801050002,801050003 | S1:830201001 | S2:830201002 | S3:830201003
30202		ウオッカ	3	1	3	card+chara_shared	S0:801008001,801008002,801008003 | S1:830202001 | S2:830202002 | S3:830202003
30203		ジャングルポケット	3	1	3	card+chara_shared	S0:801094001,801094002,801094003 | S1:830203001 | S2:830203002 | S3:830203003
30204		セイウンスカイ	3	1	3	card+chara_shared	S0:801020001,801020002,801020003 | S1:830204001 | S2:830204002 | S3:830204003
30205		ヴィルシーナ	3	1	3	card+chara_shared	S0:801090001,801090002 | S1:830205001 | S2:830205002 | S3:830205003
30206		ヴィブロス	3	1	3	card+chara_shared	S0:801091001,801091002 | S1:830206001 | S2:830206002 | S3:830206003
30207		秋川理事長	3	0	5	chara_shared	S0:400006114,400006115,400006124,809002001,809002002,809002003,809002004,809002009,809002010,809002011 | S1:809002005 | S2:809002006 | S3:809002007 | S4:809002008 | S5:830207001
30208		ニシノフラワー	3	1	3	card+chara_shared	S0:801051001,801051002,801051003 | S1:830208001 | S2:830208002 | S3:830208003
30209		ダンツフレーム	3	1	3	card+chara_shared	S0:801092001,801092002 | S1:830209001 | S2:830209002 | S3:830209003
30210		スマートファルコン	3	1	3	card+chara_shared	S0:801046001,801046002,801046003 | S1:830210001 | S2:830210002 | S3:830210003
30211		コパノリッキー	3	1	3	card+chara_shared	S0:801098001,801098002,801098003 | S1:830211001 | S2:830211002 | S3:830211003
30212		ワンダーアキュート	3	1	3	card+chara_shared	S0:801100001,801100002,801100003 | S1:830212001 | S2:830212002 | S3:830212003
30213		トウカイテイオー	3	1	3	card+chara_shared	S0:801003001,801003002,801003003 | S1:830213001 | S2:830213002 | S3:830213003
30214		ファインモーション	3	1	3	card+chara_shared	S0:801022001,801022002,801022003 | S1:830214001 | S2:830214002 | S3:830214003
30215		スティルインラブ	3	1	3	card+chara_shared	S0:801097001,801097002 | S1:830215001 | S2:830215002 | S3:830215003
30216		ブエナビスタ	3	1	3	card+chara_shared	S0:801114001,801114002 | S1:830216001 | S2:830216002 | S3:830216003
30217		シーザリオ	3	1	3	card+chara_shared	S0:801110001,801110002 | S1:830217001 | S2:830217002 | S3:830217003
30218		タイキシャトル	3	1	3	card+chara_shared	S0:801010001,801010002,801010003 | S1:830218001 | S2:830218002 | S3:830218003
30219		フジキセキ	3	1	3	card+chara_shared	S0:801005001,801005002,801005003 | S1:830219001 | S2:830219002 | S3:830219003
30220		シンボリクリスエス	3	1	3	card+chara_shared	S0:801083001,801083002,801083003 | S1:830220001 | S2:830220002 | S3:830220003
30221		サトノダイヤモンド	3	1	3	card+chara_shared	S0:801067001,801067002,801067003 | S1:830221001 | S2:830221002 | S3:830221003
30222		エスポワールシチー	3	1	3	card+chara_shared	S0:801081001,801081002 | S1:830222001 | S2:830222002 | S3:830222003
30223		ヒシアマゾン	3	1	3	card+chara_shared	S0:801012001,801012002,801012003 | S1:830223001 | S2:830223002 | S3:830223003
30224		ナリタブライアン	3	1	3	card+chara_shared	S0:801016001,801016002,801016003 | S1:830224001 | S2:830224002 | S3:830224003
30225		マチカネフクキタル	3	1	3	card+chara_shared	S0:801056001,801056002,801056003 | S1:830225001 | S2:830225002 | S3:830225003
30226		エアシャカール	3	1	3	card+chara_shared	S0:801036001,801036002,801036003 | S1:830226001 | S2:830226002 | S3:830226003
30227		ダイワスカーレット	3	1	3	card+chara_shared	S0:801009001,801009002,801009003 | S1:830227001 | S2:830227002 | S3:830227003
30228		シンボリクリスエス	3	1	3	card+chara_shared	S0:801083001,801083002,801083003 | S1:830228001 | S2:830228002 | S3:830228003
30229		アグネスデジタル	3	1	3	card+chara_shared	S0:801019001,801019002,801019003 | S1:830229001 | S2:830229002 | S3:830229003
30230		メイショウドトウ	3	1	3	card+chara_shared	S0:801058001,801058002,801058003 | S1:830230001 | S2:830230002 | S3:830230003
30231		テイエムオペラオー	3	1	3	card+chara_shared	S0:801015001,801015002,801015003 | S1:830231001 | S2:830231002 | S3:830231003
30232		ブラストワンピース	3	1	3	card+chara_shared	S0:801128001,801128002 | S1:830232001 | S2:830232002 | S3:830232003
30233		シンボリルドルフ	3	1	3	card+chara_shared	S0:801017001,801017002,801017003 | S1:830233001 | S2:830233002 | S3:830233003
30234		メジロアルダン	3	1	3	card+chara_shared	S0:801071001,801071002,801071003 | S1:830234001 | S2:830234002 | S3:830234003
30235		マルゼンスキー	3	1	3	card+chara_shared	S0:801004001,801004002,801004003 | S1:830235001 | S2:830235002 | S3:830235003
30236		シーキングザパール	3	1	3	card+chara_shared	S0:801042001,801042002,801042003 | S1:830236001 | S2:830236002 | S3:830236003
30237		カレンチャン	3	1	3	card+chara_shared	S0:801038001,801038002,801038003 | S1:830237001 | S2:830237002 | S3:830237003
30238		イクノディクタス	3	1	3	card+chara_shared	S0:801063001,801063002,801063003 | S1:830238001 | S2:830238002 | S3:830238003
30239		ナイスネイチャ	3	1	3	card+chara_shared	S0:801060001,801060002,801060003 | S1:830239001 | S2:830239002 | S3:830239003
30240		ジャングルポケット	3	1	3	card+chara_shared	S0:801094001,801094002,801094003 | S1:830240001 | S2:830240002 | S3:830240003
30241		スピードシンボリ	3	1	2	card_direct	S0:400006114,400006116,809046001,809046002,809047001,809047002,809048001,809048002,830241001,830241002,830241002,830241003,830241003,830241004,830241030,830241031,830241032 | S1:830241005,830241006,830241007,830241020 | S2:830241021
30242		アーモンドアイ	3	1	3	card+chara_shared	S0:801129001,801129002 | S1:830242001 | S2:830242002 | S3:830242003
30243		グランアレグリア	3	1	3	card+chara_shared	S0:801131001,801131002 | S1:830243001 | S2:830243002 | S3:830243003
30244		メジロブライト	3	1	1	card+chara_shared	S0:801074001,801074002,801074003 | S1:830244001
30245		ウオッカ	3	1	3	card+chara_shared	S0:801008001,801008002,801008003 | S1:830245001 | S2:830245002 | S3:830245003
30246		ドリームジャーニー	3	1	3	card+chara_shared	S0:801119001,801119002 | S1:830246001 | S2:830246002 | S3:830246003
30247		シンボリクリスエス	3	1	3	card+chara_shared	S0:801083001,801083002,801083003 | S1:830247001 | S2:830247002 | S3:830247003
30248		デアリングタクト	3	1	3	card+chara_shared	S0:801075001,801075002 | S1:830248001 | S2:830248002 | S3:830248003
30249		トランセンド	3	1	3	card+chara_shared	S0:801080001,801080002 | S1:830249001 | S2:830249002 | S3:830249003
30250		ブエナビスタ	3	1	3	card+chara_shared	S0:801114001,801114002 | S1:830250001 | S2:830250002 | S3:830250003
30251		エスポワールシチー	3	1	3	card+chara_shared	S0:801081001,801081002 | S1:830251001 | S2:830251002 | S3:830251003
30252		サイレンススズカ	3	1	3	card+chara_shared	S0:801002001,801002002,801002003 | S1:830252001 | S2:830252002 | S3:830252003
30253		ラインクラフト	3	1	3	card+chara_shared	S0:801109001,801109002 | S1:830253001 | S2:830253002 | S3:830253003
30254		デアリングハート	3	1	3	card+chara_shared	S0:801112001,801112002 | S1:830254001 | S2:830254002 | S3:830254003
30255		エアメサイア	3	1	3	card+chara_shared	S0:801111001,801111002 | S1:830255001 | S2:830255002 | S3:830255003
30256		タマモクロス	3	1	3	card+chara_shared	S0:801021001,801021002,801021003 | S1:830256001 | S2:830256002 | S3:830256003
30257		タッカーブライン	3	0	5	card+chara_shared	S0:400006115,809049004,809049004,400006114,400006124,809049001,809049021,809049022,809049023,809049031,809049032 | S1:809049011 | S2:809049012 | S3:809049013 | S4:809049014 | S5:809049015
30258		メジロライアン	3	1	1	card+chara_shared	S0:801027001,801027002,801027003 | S1:830258001
30259		フサイチパンドラ	3	1	3	card+chara_shared	S0:801113001,801113002 | S1:830259001 | S2:830259002 | S3:830259003
30260		メジロマックイーン	3	1	3	card+chara_shared	S0:801013001,801013002,801013003 | S1:830260001 | S2:830260002 | S3:830260003
30261		ウインバリアシオン	3	1	3	card+chara_shared	S0:801117001,801117002 | S1:830261001 | S2:830261002 | S3:830261003
30262		ドゥラメンテ	3	1	3	card+chara_shared	S0:801108001,801108002 | S1:830262001 | S2:830262002 | S3:830262003
30263		ヴィブロス	3	1	3	card+chara_shared	S0:801091001,801091002 | S1:830263001 | S2:830263002 | S3:830263003
30264		ステイゴールド	3	1	3	card+chara_shared	S0:801135001,801135002 | S1:830264001 | S2:830264002 | S3:830264003
30265		アドマイヤグルーヴ	3	1	3	card+chara_shared	S0:801118001,801118002 | S1:830265001 | S2:830265002 | S3:830265003
30266		クロノジェネシス	3	1	3	card+chara_shared	S0:801133001,801133002 | S1:830266001 | S2:830266002 | S3:830266003
30267		カルストンライトオ	3	1	3	card+chara_shared	S0:801120001,801120002 | S1:830267001 | S2:830267002 | S3:830267003
30268		デュランダル	3	1	3	card+chara_shared	S0:801121001,801121002 | S1:830268001 | S2:830268002 | S3:830268003
30269		ダンツフレーム	3	1	3	card+chara_shared	S0:801092001,801092002 | S1:830269001 | S2:830269002 | S3:830269003
30270		ダイイチルビー	3	1	1	card+chara_shared	S0:801085001,801085002,801085003 | S1:830270001
30271		フジキセキ	3	1	1	card+chara_shared	S0:801005001,801005002,801005003 | S1:830271001
30272		エイシンフラッシュ	3	1	3	card+chara_shared	S0:801037001,801037002,801037003 | S1:830272001 | S2:830272002 | S3:830272003
30273		トーセンジョーダン	3	1	3	card+chara_shared	S0:801048001,801048002,801048003 | S1:830273001 | S2:830273002 | S3:830273003
30274		カレンブーケドール	3	1	3	card+chara_shared	S0:801134001,801134002 | S1:830274001 | S2:830274002 | S3:830274003
30275		トウカイテイオー	3	1	3	card+chara_shared	S0:801003001,801003002,801003003 | S1:830275001 | S2:830275002 | S3:830275003
30276		保科健子	3	0	5	card+chara_shared	S0:400006115,809050004,809050004,400006114,400006124,809050001,809050021,809050022,809050023,809050031,809050032 | S1:809050011 | S2:809050012 | S3:809050013 | S4:809050014 | S5:809050015
30277		ミホノブルボン	3	1	3	card+chara_shared	S0:801026001,801026002,801026003 | S1:830277001 | S2:830277002 | S3:830277003
30278		ゴールドシップ	3	1	3	card+chara_shared	S0:801007001,801007002,801007003 | S1:830278001 | S2:830278002 | S3:830278003
30279		フェノーメノ	3	1	3	card+chara_shared	S0:801127001,801127002 | S1:830279001 | S2:830279002 | S3:830279003
30280		オルフェーヴル	3	1	3	card+chara_shared	S0:801115001,801115002 | S1:830280001 | S2:830280002 | S3:830280003
30281		イナリワン	3	1	3	card+chara_shared	S0:801034001,801034002,801034003 | S1:830281001 | S2:830281002 | S3:830281003
30282		エアグルーヴ	3	1	3	card+chara_shared	S0:801018001,801018002,801018003 | S1:830282001 | S2:830282002 | S3:830282003
30283		ファインモーション	3	1	3	card+chara_shared	S0:801022001,801022002,801022003 | S1:830283001 | S2:830283002 | S3:830283003
30284		バブルガムフェロー	3	1	3	card+chara_shared	S0:801124001,801124002 | S1:830284001 | S2:830284002 | S3:830284003
30285		キングヘイロー	3	1	3	card+chara_shared	S0:801061001,801061002,801061003 | S1:830285001 | S2:830285002 | S3:830285003
30286		マチカネフクキタル	3	1	1	card+chara_shared	S0:801056001,801056002,801056003 | S1:830286001
30287		ネオユニヴァース	3	1	3	card+chara_shared	S0:801105001,801105002 | S1:830287001 | S2:830287002 | S3:830287003
30288		サイレンススズカ	3	1	3	card+chara_shared	S0:801002001,801002002,801002003 | S1:830288001 | S2:830288002 | S3:830288003
30289		フォーエバーヤング	3	1	3	card+chara_shared	S0:801138001,801138002 | S1:830289001 | S2:830289002 | S3:830289003
30290		カジノドライヴ	3	0	5	card+chara_shared	S0:400006115,801139004,801139004,400006114,400006124,801139001,801139021,801139022,801139023,801139031,801139032 | S1:801139011 | S2:801139012 | S3:801139013 | S4:801139014 | S5:801139015
30291		ヴィクトワールピサ	3	1	3	card+chara_shared	S0:801143001,801143002 | S1:830291001 | S2:830291002 | S3:830291003
30292		マルシュロレーヌ	3	1	3	card+chara_shared	S0:801140001,801140002 | S1:830292001 | S2:830292002 | S3:830292003
30293		デアリングタクト	3	1	3	card+chara_shared	S0:801075001,801075002 | S1:830293001 | S2:830293002 | S3:830293003
30294		デアリングハート	3	1	3	card+chara_shared	S0:801112001,801112002 | S1:830294001 | S2:830294002 | S3:830294003
30295		カレンブーケドール	3	1	3	card+chara_shared	S0:801134001,801134002 | S1:830295001 | S2:830295002 | S3:830295003
30296		アストンマーチャン	3	1	3	card+chara_shared	S0:801087001,801087002,801087003 | S1:830296001 | S2:830296002 | S3:830296003
30297		アグネスデジタル	3	1	3	card+chara_shared	S0:801019001,801019002,801019003 | S1:830297001 | S2:830297002 | S3:830297003
30298		タップダンスシチー	3	1	3	card+chara_shared	S0:801107001,801107002 | S1:830298001 | S2:830298002 | S3:830298003
30299		アグネスタキオン	3	1	3	card+chara_shared	S0:801032001,801032002,801032003 | S1:830299001 | S2:830299002 | S3:830299003
30300		サクラチヨノオー	3	1	1	card+chara_shared	S0:801069001,801069002,801069003 | S1:830300001
30301		グランアレグリア	3	1	3	card+chara_shared	S0:801131001,801131002 | S1:830301001 | S2:830301002 | S3:830301003
30302		サトノダイヤモンド	3	1	3	card+chara_shared	S0:801067001,801067002,801067003 | S1:830302001 | S2:830302002 | S3:830302003
30303		ブラストワンピース	3	1	3	card+chara_shared	S0:801128001,801128002 | S1:830303001 | S2:830303002 | S3:830303003
30304		メイショウドトウ	3	1	3	card+chara_shared	S0:801058001,801058002,801058003 | S1:830304001 | S2:830304002 | S3:830304003
30305		駿川たづな	3	0	5	card+chara_shared	S0:400006114,400006115,809001101,809001104,809001104,809001121,809001122,809001123,809001132,400006124,809001001,809001002,809001003,809001004,809001009,809001010,809001011 | S1:809001111,809001005 | S2:809001112,809001006 | S3:809001113,809001007 | S4:809001114,809001008 | S5:809001115,830021001
