赛马娘：评价分、属性分、等级阈值、技能价格完整整理
生成日期：2026-07-20

【0. 适用范围与来源】
- master.mdb SHA-256: b387ffd16d0ee2c28ed9a1711049a3635c204fc72b652f616e7a199c698c51f0
- 属性分来源: hzyhhzy/UmaAi / Cook2 / 2b06fb9 / UmaSimulator/GameDatabase/GameConstants.cpp / FiveStatusFinalScore
- 等级阈值来源: master.mdb.single_mode_rank（298行）
- 技能名来源: master.mdb.text_data(category=47)
- 技能基础评价分来源: master.mdb.skill_data.grade_value
- 技能原价来源: master.mdb.single_mode_skill_need_point.need_skill_point
- 本文件使用制表符分列，是人可读且可直接按TSV解析的TXT；未生成混合型大型JSON。

【1. 总评价结构】
总评价 = 五维属性评价分之和 + 已学技能评价分 + 固有技能等其他评价项 + 结算规则中的剩余技能Pt评价。
五维属性（速度/耐力/力量/根性/智力）共用同一张 FiveStatusFinalScore 查表。
技能 Hint 与“切れ者”改变的是购买技能所需技能Pt，不直接改变该技能的 grade_value。
注意：下方 grade_value 是MDB中的技能基础评价值；适性、技能替换/上下位、固有等级等最终结算规则须在模拟器中另行处理。

【2. Hint与切れ者折扣】
Hint Lv0: 原价100%；Lv1: 90%；Lv2: 80%；Lv3: 70%；Lv4: 65%；Lv5: 60%。
切れ者: 在Hint折扣后的价格基础上再减10%，即再乘0.9；例如Hint后为原价50%时，切れ者后约为原价45%。
重要：精确整数取整顺序仍须用客户端逻辑/实机边界样本核验；在完成该核验前，不把浮点近似冒充逐点实机价格。

【3. 完整属性评价分表：0～2800】
属性值	单项属性评价分	相对上一点增量
200033	東京レース場×	1	20003	-1	-129	50	0	1	0	0	0
200034	府中の申し子	2	20003	3	461	130	0	1	0	0	0
200041	中山レース場◎	1	20004	2	174	110	0	1	0	0	0
200042	中山レース場○	1	20004	1	129	90	0	1	0	0	0
200043	中山レース場×	1	20004	-1	-129	50	0	1	0	0	0
200051	阪神レース場◎	1	20005	2	174	110	0	1	0	0	0
200052	阪神レース場○	1	20005	1	129	90	0	1	0	0	0
200053	阪神レース場×	1	20005	-1	-129	50	0	1	0	0	0
200061	京都レース場◎	1	20006	2	174	110	0	1	0	0	0
200062	京都レース場○	1	20006	1	129	90	0	1	0	0	0
200063	京都レース場×	1	20006	-1	-129	50	0	1	0	0	0
200064	淀の申し子	2	20006	3	461	130	0	1	0	0	0
200071	中京レース場◎	1	20007	2	174	110	0	1	0	0	0
200072	中京レース場○	1	20007	1	129	90	0	1	0	0	0
200073	中京レース場×	1	20007	-1	-129	50	0	1	0	0	0
200081	札幌レース場◎	1	20008	2	174	90	0	1	0	0	0
200082	札幌レース場○	1	20008	1	129	70	0	1	0	0	0
200083	札幌レース場×	1	20008	-1	-129	40	0	1	0	0	0
200091	函館レース場◎	1	20009	2	174	90	0	1	0	0	0
200092	函館レース場○	1	20009	1	129	70	0	1	0	0	0
200093	函館レース場×	1	20009	-1	-129	40	0	1	0	0	0
200101	福島レース場◎	1	20010	2	174	90	0	1	0	0	0
200102	福島レース場○	1	20010	1	129	70	0	1	0	0	0
200103	福島レース場×	1	20010	-1	-129	40	0	1	0	0	0
200111	新潟レース場◎	1	20011	2	174	90	0	1	0	0	0
200112	新潟レース場○	1	20011	1	129	70	0	1	0	0	0
200113	新潟レース場×	1	20011	-1	-129	40	0	1	0	0	0
200121	小倉レース場◎	1	20012	2	174	90	0	1	0	0	0
200122	小倉レース場○	1	20012	1	129	70	0	1	0	0	0
200123	小倉レース場×	1	20012	-1	-129	40	0	1	0	0	0
200131	根幹距離◎	1	20013	2	174	110	0	1	0	0	0
200132	根幹距離○	1	20013	1	129	90	0	1	0	0	0
200133	根幹距離×	1	20013	-1	-129	50	0	1	0	0	0
200141	非根幹距離◎	1	20014	2	174	110	0	1	0	0	0
200142	非根幹距離○	1	20014	1	129	90	0	1	0	0	0
200143	非根幹距離×	1	20014	-1	-129	50	0	1	0	0	0
200151	良バ場◎	1	20015	2	174	110	0	1	0	0	0
200152	良バ場○	1	20015	1	129	90	0	1	0	0	0
200153	良バ場×	1	20015	-1	-129	50	0	1	0	0	0
200154	良バ場の鬼	2	20015	3	461	130	0	1	0	0	0
200161	道悪◎	1	20016	2	174	110	0	1	0	0	0
200162	道悪○	1	20016	1	129	90	0	1	0	0	0
200163	道悪×	1	20016	-1	-129	50	0	1	0	0	0
200164	道悪の鬼	2	20016	3	461	130	0	1	0	0	0
200171	春ウマ娘◎	1	20017	2	174	110	0	1	0	0	0
200172	春ウマ娘○	1	20017	1	129	90	0	1	0	0	0
200173	春ウマ娘×	1	20017	-1	-129	50	0	1	0	0	0
200174	春一番	2	20017	3	461	130	0	1	0	0	0
200181	夏ウマ娘◎	1	20018	2	174	110	0	1	0	0	0
200182	夏ウマ娘○	1	20018	1	129	90	0	1	0	0	0
200183	夏ウマ娘×	1	20018	-1	-129	50	0	1	0	0	0
200184	青嵐	2	20018	3	461	130	0	1	0	0	0
200191	秋ウマ娘◎	1	20019	2	174	110	0	1	0	0	0
200192	秋ウマ娘○	1	20019	1	129	90	0	1	0	0	0
200193	秋ウマ娘×	1	20019	-1	-129	50	0	1	0	0	0
200194	初嵐	2	20019	3	461	130	0	1	0	0	0
200201	冬ウマ娘◎	1	20020	2	174	110	0	1	0	0	0
200202	冬ウマ娘○	1	20020	1	129	90	0	1	0	0	0
200203	冬ウマ娘×	1	20020	-1	-129	50	0	1	0	0	0
200204	凍て風	2	20020	3	461	130	0	1	0	0	0
200211	晴れの日◎	1	20021	2	174	110	0	1	0	0	0
200212	晴れの日○	1	20021	1	129	90	0	1	0	0	0
200221	曇りの日◎	1	20022	2	174	110	0	1	0	0	0
200222	曇りの日○	1	20022	1	129	90	0	1	0	0	0
200231	雨の日◎	1	20023	2	174	110	0	1	0	0	0
200232	雨の日○	1	20023	1	129	90	0	1	0	0	0
200233	雨の日×	1	20023	-1	-129	50	0	1	0	0	0
200241	雪の日◎	1	20024	2	174	110	0	1	0	0	0
200242	雪の日○	1	20024	1	129	90	0	1	0	0	0
200251	内枠得意◎	1	20025	2	174	110	0	1	0	0	0
200252	内枠得意○	1	20025	1	129	90	0	1	0	0	0
200253	内枠苦手	1	20025	-1	-129	50	0	1	0	0	0
200261	外枠得意◎	1	20026	2	174	110	0	1	0	0	0
200262	外枠得意○	1	20026	1	129	90	0	1	0	0	0
200263	外枠苦手	1	20026	-1	-129	50	0	1	0	0	0
200271	おひとり様◎	1	20027	2	174	110	0	1	0	0	0
200272	おひとり様○	1	20027	1	129	90	0	1	0	0	0
200281	対抗意識◎	1	20028	2	174	110	0	1	0	0	0
200282	対抗意識○	1	20028	1	129	90	0	1	0	0	0
200283	引っ込み思案	1	20028	-1	-129	50	0	1	0	0	0
200291	徹底マーク◎	1	20029	2	174	110	0	1	0	0	0
200292	徹底マーク○	1	20029	1	129	90	0	1	0	0	0
200301	伏兵◎	1	20030	2	174	110	0	1	0	0	0
200302	伏兵○	1	20030	1	129	90	0	1	0	0	0
200311	GⅠ苦手	1	20031	-1	-129	50	0	1	0	0	0
200321	小心者	1	20032	-1	-129	50	0	1	0	0	0
200331	弧線のプロフェッサー	2	20033	2	508	180	4	1	0	0	0
200332	コーナー巧者○	1	20033	1	217	180	4	1	0	0	0
200333	コーナー巧者×	1	20033	-1	-262	100	4	1	0	0	0
200341	曲線のソムリエ	2	20034	2	508	180	4	1	0	0	0
200342	コーナー加速○	1	20034	1	217	180	4	1	0	0	0
200343	コーナー加速×	1	20034	-1	-262	100	4	1	0	0	0
200351	円弧のマエストロ	2	20035	2	508	170	2	1	0	0	0
200352	コーナー回復○	1	20035	1	217	170	2	1	0	0	0
200353	コーナー回復×	1	20035	-1	-262	100	2	1	0	0	0
200361	ハヤテ一文字	2	20036	2	508	170	4	1	0	0	0
200362	直線巧者	1	20036	1	217	170	4	1	0	0	0
200371	一陣の風	2	20037	2	508	170	4	1	0	0	0
200372	直線加速	1	20037	1	217	170	4	1	0	0	0
200381	好転一息	2	20038	2	508	170	2	1	0	0	0
200382	直線回復	1	20038	1	217	170	2	1	0	0	0
200391	坂苦手	1	20039	-1	-262	100	4	1	0	0	0
200401	バ群嫌い	1	20040	-1	-262	100	4	1	0	0	0
200411	あきらめ癖	1	20041	-1	-262	100	3	1	0	0	0
200421	手抜き癖	1	20042	-1	-262	100	3	1	0	0	0
200431	コンセントレーション	2	20043	2	394	140	1	1	0	0	0
200432	集中力	1	20043	1	129	140	1	1	0	0	0
200433	ゲート難	1	20043	-1	-174	70	1	1	0	0	0
200441	鋼の意志	2	20044	2	508	160	4	1	0	0	0
200442	隠れ蓑	1	20044	1	217	160	4	1	0	0	0
200451	注目の踊り子	2	20045	2	334	120	1	1	0	0	0
200452	ポジションセンス	1	20045	1	129	120	1	1	0	0	0
200461	アガッてきた！	2	20046	2	508	170	2	1	0	0	0
200462	ペースアップ	1	20046	1	217	170	2	1	0	0	0
200471	不屈の心	2	20047	2	508	170	2	1	0	0	0
200472	ペースキープ	1	20047	1	217	170	2	1	0	0	0
200481	どこ吹く風	2	20048	2	508	170	2	1	0	0	0
200482	ウマ込み冷静	1	20048	1	217	170	2	1	0	0	0
200491	ノンストップガール	2	20049	2	394	150	3	1	0	0	0
200492	垂れウマ回避	1	20049	1	174	150	3	1	0	0	0
200501	レーンの魔術師	2	20050	2	334	120	3	1	0	0	0
200502	臨機応変	1	20050	1	129	120	3	1	0	0	0
200511	全身全霊	2	20051	2	508	170	3	1	0	0	0
200512	末脚	1	20051	1	217	170	3	1	0	0	0
200521	空回り	1	20052	-1	-262	100	4	1	0	0	0
200531	先手必勝	2	20053	2	334	120	1	1	0	0	0
200532	先駆け	1	20053	1	217	120	1	1	0	0	0
200541	脱出術	2	20054	2	508	180	2	1	0	0	0
200542	急ぎ足	1	20054	1	217	180	2	1	0	0	0
200551	逃亡者	2	20055	2	508	180	3	1	0	0	0
200552	押し切り準備	1	20055	1	217	180	3	1	0	0	0
200561	余裕綽々	2	20056	2	508	180	1	1	0	0	0
200562	スタミナキープ	1	20056	1	217	180	1	1	0	0	0
200571	レースプランナー	2	20057	2	508	180	2	1	0	0	0
200572	好位追走	1	20057	1	217	180	2	1	0	0	0
200581	スピードスター	2	20058	2	508	180	3	1	0	0	0
200582	抜け出し準備	1	20058	1	217	180	3	1	0	0	0
200591	迅速果断	2	20059	2	508	180	2	1	0	0	0
200592	位置取り押し上げ	1	20059	1	217	180	2	1	0	0	0
200601	乗り換え上手	2	20060	2	508	180	3	1	0	0	0
200602	差し切り体勢	1	20060	1	217	180	3	1	0	0	0
200611	昇り龍	2	20061	2	508	180	3	1	0	0	0
200612	外差し準備	1	20061	1	217	180	3	1	0	0	0
200621	眠れる獅子	2	20062	2	508	180	2	1	0	0	0
200622	後方待機	1	20062	1	217	180	2	1	0	0	0
200631	疾風怒濤	2	20063	2	508	180	3	1	0	0	0
200632	仕掛け抜群	1	20063	1	217	180	3	1	0	0	0
200641	迫る影	2	20064	2	508	180	3	1	0	0	0
200642	直線一気	1	20064	1	217	180	3	1	0	0	0
200651	スプリントターボ	2	20065	2	508	160	3	1	0	0	0
200652	スプリントギア	1	20065	1	217	160	3	1	0	0	0
200662	様子見	1	20066	1	217	160	2	1	0	0	0
200671	電撃の煌めき	2	20067	2	508	160	3	1	0	0	0
200672	詰め寄り	1	20067	1	217	160	3	1	0	0	0
200681	マイルの支配者	2	20068	2	508	160	1	1	0	0	0
200682	積極策	1	20068	1	217	160	1	1	0	0	0
200691	慧眼	2	20069	2	508	160	1	1	0	0	0
200692	展開窺い	1	20069	1	217	160	1	1	0	0	0
200701	豪脚	2	20070	2	508	160	3	1	0	0	0
200702	上昇気流	1	20070	1	217	160	3	1	0	0	0
200711	切り開く者	2	20071	2	508	160	2	1	0	0	0
200712	前途洋々	1	20071	1	217	160	2	1	0	0	0
200721	キラーチューン	2	20072	2	508	160	2	1	0	0	0
200722	テンポアップ	1	20072	1	217	160	2	1	0	0	0
200731	勝利への執念	2	20073	2	508	160	3	1	0	0	0
200732	食い下がり	1	20073	1	217	160	3	1	0	0	0
200741	クールダウン	2	20074	2	508	160	2	1	0	0	0
200742	深呼吸	1	20074	1	217	160	2	1	0	0	0
200751	内的体験	2	20075	2	508	160	3	1	0	0	0
200752	内弁慶	1	20075	1	217	160	3	1	0	0	0
200761	火事場のバ鹿力	2	20076	2	508	160	4	1	0	0	0
200762	別腹タンク	1	20076	1	217	160	4	1	0	0	0
200771	トリック（前）	1	20077	1	217	140	2	1	0	0	0
200772	見惚れるトリック	2	20077	2	508	140	2	1	0	0	0
200781	トリック（後）	1	20078	1	217	140	2	1	0	0	0
200791	逃げ駆け引き	1	20079	1	174	130	4	1	0	0	0
200801	先行駆け引き	1	20080	1	174	130	4	1	0	0	0
200811	差し駆け引き	1	20081	1	174	130	4	1	0	0	0
200821	追込駆け引き	1	20082	1	174	130	4	1	0	0	0
200831	逃げけん制	1	20083	1	217	130	1	1	0	0	0
200841	逃げ焦り	1	20084	1	217	130	2	1	0	0	0
200851	逃げためらい	1	20085	1	217	130	3	1	0	0	0
200861	先行けん制	1	20086	1	217	130	1	1	0	0	0
200871	先行焦り	1	20087	1	217	130	2	1	0	0	0
200881	先行ためらい	1	20088	1	217	130	3	1	0	0	0
200891	差しけん制	1	20089	1	217	130	1	1	0	0	0
200901	差し焦り	1	20090	1	217	130	2	1	0	0	0
200911	差しためらい	1	20091	1	217	130	3	1	0	0	0
200921	追込けん制	1	20092	1	217	130	1	1	0	0	0
200931	追込焦り	1	20093	1	217	130	2	1	0	0	0
200941	追込ためらい	1	20094	1	217	130	3	1	0	0	0
200951	大井レース場◎	1	20095	2	174	110	0	1	0	0	0
200952	大井レース場○	1	20095	1	129	90	0	1	0	0	0
200953	大井レース場×	1	20095	-1	-129	50	0	1	0	0	0
200961	短距離直線◎	1	20096	2	262	110	4	1	0	0	0
200962	短距離直線○	1	20096	1	217	100	4	1	0	0	0
200963	紫電一閃	2	20096	3	508	150	4	1	0	0	0
200971	短距離コーナー◎	1	20097	2	262	110	4	1	0	0	0
200972	短距離コーナー○	1	20097	1	217	100	4	1	0	0	0
200973	紫電円刃	2	20097	3	508	150	4	1	0	0	0
200981	圧倒的リード	2	20098	2	508	170	2	1	0	0	0
200982	大きなリード	1	20098	1	262	170	2	1	0	0	0
200991	プランX	2	20099	2	508	160	2	1	0	0	0
200992	善後策	1	20099	1	217	160	2	1	0	0	0
201001	準備万全！	2	20100	2	394	140	2	1	0	0	0
201002	仕掛け準備	1	20100	1	174	140	2	1	0	0	0
201011	悩殺術	2	20101	2	508	170	1	1	0	0	0
201012	後方釘付	1	20101	1	262	170	1	1	0	0	0
201021	逃亡禁止令	2	20102	2	508	170	1	1	0	0	0
201022	抜け駆け禁止	1	20102	1	262	170	1	1	0	0	0
201031	マイル直線◎	1	20103	2	262	110	4	1	0	0	0
201032	マイル直線○	1	20103	1	217	100	4	1	0	0	0
201033	豪風一閃	2	20103	3	508	150	4	1	0	0	0
201041	マイルコーナー◎	1	20104	2	262	110	4	1	0	0	0
201042	マイルコーナー○	1	20104	1	217	100	4	1	0	0	0
201043	豪風円刃	2	20104	3	508	150	4	1	0	0	0
201051	ギアチェンジ	2	20105	2	508	160	2	1	0	0	0
201052	ギアシフト	1	20105	1	217	160	2	1	0	0	0
201061	アクセル全開！	2	20106	2	508	160	4	1	0	0	0
201062	アクセラレーション	1	20106	1	217	160	4	1	0	0	0
201071	姉御肌	2	20107	2	334	120	4	1	0	0	0
201072	負けん気	1	20107	1	217	120	4	1	0	0	0
201081	スピードグリード	2	20108	2	461	160	2	1	0	0	0
201082	スピードイーター	1	20108	1	217	160	2	1	0	0	0
201091	布陣	2	20109	2	508	160	1	1	0	0	0
201092	布石	1	20109	1	217	160	1	1	0	0	0
201101	中距離直線◎	1	20110	2	262	110	4	1	0	0	0
201102	中距離直線○	1	20110	1	217	100	4	1	0	0	0
201103	光芒一閃	2	20110	3	508	150	4	1	0	0	0
201111	中距離コーナー◎	1	20111	2	262	110	4	1	0	0	0
201112	中距離コーナー○	1	20111	1	217	100	4	1	0	0	0
201113	光芒円刃	2	20111	3	508	150	4	1	0	0	0
201121	千里眼	2	20112	2	334	110	1	1	0	0	0
201122	ホークアイ	1	20112	1	129	110	1	1	0	0	0
201131	ライトニングステップ	2	20113	2	394	140	2	1	0	0	0
201132	イナズマステップ	1	20113	1	174	140	2	1	0	0	0
201141	神業ステップ	2	20114	2	508	160	4	1	0	0	0
201142	軽やかステップ	1	20114	1	217	160	4	1	0	0	0
201151	独占力	2	20115	2	508	160	3	1	0	0	0
201152	束縛	1	20115	1	217	160	3	1	0	0	0
201161	魅惑のささやき	2	20116	2	508	160	2	1	0	0	0
201162	ささやき	1	20116	1	217	160	2	1	0	0	0
201171	長距離直線◎	1	20117	2	262	110	4	1	0	0	0
201172	長距離直線○	1	20117	1	217	100	4	1	0	0	0
201173	烈風一閃	2	20117	3	508	150	4	1	0	0	0
201181	長距離コーナー◎	1	20118	2	262	110	4	1	0	0	0
201182	長距離コーナー○	1	20118	1	217	100	4	1	0	0	0
201183	烈風円刃	2	20118	3	508	150	4	1	0	0	0
201191	先陣の心得	2	20119	2	508	160	2	1	0	0	0
201192	リードキープ	1	20119	1	217	160	2	1	0	0	0
201201	VIP顔パス	2	20120	2	508	160	4	1	0	0	0
201202	パス上手	1	20120	1	217	160	4	1	0	0	0
201211	怒涛の追い上げ	2	20121	2	508	160	3	1	0	0	0
201212	追い上げ	1	20121	1	217	160	3	1	0	0	0
201221	スタミナグリード	2	20122	2	461	160	2	1	0	0	0
201222	スタミナイーター	1	20122	1	217	160	2	1	0	0	0
201231	奇術師	2	20123	2	334	110	3	1	0	0	0
201232	目くらまし	1	20123	1	129	110	3	1	0	0	0
201241	逃げ直線◎	1	20124	2	262	140	4	1	0	0	0
201242	逃げ直線○	1	20124	1	217	130	4	1	0	0	0
201243	陣風一閃	2	20124	3	508	150	4	1	0	0	0
201251	逃げコーナー◎	1	20125	2	262	140	4	1	0	0	0
201252	逃げコーナー○	1	20125	1	217	130	4	1	0	0	0
201253	陣風円刃	2	20125	3	508	150	4	1	0	0	0
201261	シックスセンス	2	20126	2	334	110	1	1	0	0	0
201262	危険回避	1	20126	1	129	110	1	1	0	0	0
201271	トップランナー	2	20127	2	508	180	4	1	0	0	0
201272	先頭プライド	1	20127	1	217	180	4	1	0	0	0
201281	じゃじゃウマ娘	2	20128	2	508	180	4	1	0	0	0
201282	勢い任せ	1	20128	1	217	180	4	1	0	0	0
201291	再燃焼	2	20129	2	508	180	3	1	0	0	0
201292	二の矢	1	20129	1	217	180	3	1	0	0	0
201302	リスタート	1	20130	1	217	130	1	1	0	0	0
201311	先行直線◎	1	20131	2	262	140	4	1	0	0	0
201312	先行直線○	1	20131	1	217	130	4	1	0	0	0
201313	勇迅一閃	2	20131	3	508	150	4	1	0	0	0
201321	先行コーナー◎	1	20132	2	262	140	4	1	0	0	0
201322	先行コーナー○	1	20132	1	217	130	4	1	0	0	0
201323	勇迅円刃	2	20132	3	508	150	4	1	0	0	0
201331	技巧派	2	20133	2	334	120	4	1	0	0	0
201332	巧みなステップ	1	20133	1	217	120	4	1	0	0	0
201341	決意の直滑降	2	20134	2	334	120	4	1	0	0	0
201342	直滑降	1	20134	1	217	120	4	1	0	0	0
201351	食いしん坊	2	20135	2	508	180	2	1	0	0	0
201352	栄養補給	1	20135	1	217	180	2	1	0	0	0
201361	くじけぬ精神	2	20136	2	334	120	2	1	0	0	0
201362	まき直し	1	20136	1	217	120	2	1	0	0	0
201371	幻惑のかく乱	2	20137	2	334	110	3	1	0	0	0
201372	かく乱	1	20137	1	85	110	3	1	0	0	0
201381	差し直線◎	1	20138	2	262	140	4	1	0	0	0
201382	差し直線○	1	20138	1	217	130	4	1	0	0	0
201383	鋭脚一閃	2	20138	3	508	150	4	1	0	0	0
201391	差しコーナー◎	1	20139	2	262	140	4	1	0	0	0
201392	差しコーナー○	1	20139	1	217	130	4	1	0	0	0
201393	鋭脚円刃	2	20139	3	508	150	4	1	0	0	0
201401	努力家	2	20140	2	334	120	4	1	0	0	0
201402	がんばり屋	1	20140	1	217	120	4	1	0	0	0
201411	百万バリキ	2	20141	2	334	120	4	1	0	0	0
201412	十万バリキ	1	20141	1	217	120	4	1	0	0	0
201421	リラックス	2	20142	2	508	180	2	1	0	0	0
201422	小休憩	1	20142	1	217	180	2	1	0	0	0
201431	大局観	2	20143	2	334	120	2	1	0	0	0
201432	読解力	1	20143	1	85	120	2	1	0	0	0
201441	八方にらみ	2	20144	2	508	180	3	1	0	0	0
201442	鋭い眼光	1	20144	1	217	180	3	1	0	0	0
201451	追込直線◎	1	20145	2	262	140	4	1	0	0	0
201452	追込直線○	1	20145	1	217	130	4	1	0	0	0
201453	月影一閃	2	20145	3	508	150	4	1	0	0	0
201461	追込コーナー◎	1	20146	2	262	140	4	1	0	0	0
201462	追込コーナー○	1	20146	1	217	130	4	1	0	0	0
201463	月影円刃	2	20146	3	508	150	4	1	0	0	0
201471	視界良好！異常なし！	2	20147	2	334	110	4	1	0	0	0
201472	お見通し	1	20147	1	85	110	4	1	0	0	0
201481	下校後のスペシャリスト	2	20148	2	508	170	4	1	0	0	0
201482	下校の楽しみ	1	20148	1	217	170	4	1	0	0	0
201491	冷静沈着	2	20149	2	508	180	4	1	0	0	0
201492	冷静	1	20149	1	217	180	4	1	0	0	0
201501	天命士	2	20150	2	334	110	3	1	0	0	0
201502	策士	1	20150	1	85	110	3	1	0	0	0
201511	熱いまなざし	2	20151	2	508	180	3	1	0	0	0
201512	まなざし	1	20151	1	217	180	3	1	0	0	0
201521	逃げのコツ◎	1	20152	2	217	130	0	1	0	0	0
201522	逃げのコツ○	1	20152	1	174	110	0	1	0	0	0
201531	先行のコツ◎	1	20153	2	217	130	0	1	0	0	0
201532	先行のコツ○	1	20153	1	174	110	0	1	0	0	0
201541	差しのコツ◎	1	20154	2	217	130	0	1	0	0	0
201542	差しのコツ○	1	20154	1	174	110	0	1	0	0	0
201551	追込のコツ◎	1	20155	2	217	130	0	1	0	0	0
201552	追込のコツ○	1	20155	1	174	110	0	1	0	0	0
201561	スーパーラッキーセブン	2	20156	2	334	110	0	1	0	0	0
201562	ラッキーセブン	1	20156	1	174	110	0	1	0	0	0
201571	スリーセブン	1	20157	1	217	160	4	1	0	0	0
201581	登山家	1	20158	1	217	160	4	1	0	0	0
201582	究極のヒルクライマー	2	20158	2	508	160	4	1	0	0	0
201591	ウマ好み	1	20159	1	217	160	4	1	0	0	0
201592	ウママニア	2	20159	2	508	160	4	1	0	0	0
201601	地固め	1	20160	1	217	100	1	1	0	0	0
201602	盤石の構え	2	20160	2	508	180	1	1	0	0	0
201611	尻尾上がり	1	20161	1	217	100	2	1	0	0	0
201612	尻尾の滝登り	2	20161	2	508	180	2	1	0	0	0
201621	ふり絞り	1	20162	1	217	100	3	1	0	0	0
201631	シンパシー	1	20163	1	129	70	0	1	0	0	0
201632	コネクト	2	20163	2	334	150	0	1	0	0	0
201641	一匹狼	1	20164	1	129	70	0	1	0	0	0
201651	スリップストリーム	1	20165	1	217	160	4	1	0	0	0
201652	いいとこ入った！	2	20165	2	508	160	4	1	0	0	0
201661	遊びはおしまいっ！	1	20166	1	217	160	4	1	0	0	0
201662	お先に失礼っ！	2	20166	2	508	160	4	1	0	0	0
201671	チャート急上昇！	2	20167	2	508	180	2	1	0	0	0
201672	レコメンド	1	20167	1	217	180	2	1	0	0	0
201681	狙うは最前列！	2	20168	2	394	140	3	1	0	0	0
201682	前列狙い	1	20168	1	174	140	3	1	0	0	0
201691	潜伏態勢	2	20169	2	508	180	1	1	0	0	0
201692	静かな呼吸	1	20169	1	217	180	1	1	0	0	0
201701	決死の覚悟	2	20170	2	508	160	3	1	0	0	0
201702	ありったけ	1	20170	1	217	160	3	1	0	0	0
201801	凸凹ネイル	1	20180	-1	-129	50	0	1	0	0	0
201901	鍔迫り合い	2	20190	2	508	180	3	1	0	0	0
201902	真っ向勝負	1	20190	1	217	180	3	1	0	0	0
202001	砂の玄人	2	20200	2	508	200	2	1	0	0	0
202002	砂塵慣れ	1	20200	1	217	180	2	1	0	0	0
202011	真打	2	20201	2	508	160	2	1	0	0	0
202012	影打	1	20201	1	217	160	2	1	0	0	0
202021	強攻策	2	20202	2	508	180	2	1	0	0	0
202022	早仕掛け	1	20202	1	217	180	2	1	0	0	0
202031	博打うち	2	20203	2	334	120	4	1	0	0	0
202032	あやしげな作戦	1	20203	1	129	120	4	1	0	0	0
202041	意気衝天	2	20204	2	508	160	2	1	0	0	0
202042	軽い足取り	1	20204	1	217	160	2	1	0	0	0
202051	大逃げ	2	20205	2	370	200	0	1	0	0	0
202061	日本一のウマ娘	2	20206	1	508	360	3	1	0	0	0
202071	泰然自若	2	20207	2	508	170	2	1	0	0	0
202072	マイペース	1	20207	1	217	170	2	1	0	0	0
202081	起死回生	2	20208	2	508	160	3	1	0	0	0
202082	ワンチャンス	1	20208	1	217	160	3	1	0	0	0
202091	気炎万丈	2	20209	2	508	160	2	1	0	0	0
202092	闘争心	1	20209	1	217	160	2	1	0	0	0
202101	高揚感	2	20210	2	508	160	2	1	0	0	0
202102	前のめり	1	20210	1	217	160	2	1	0	0	0
202111	破竹の勢い	2	20211	2	508	160	3	1	0	0	0
202112	気合十分	1	20211	1	217	160	3	1	0	0	0
202121	大胆不敵	2	20212	2	508	180	4	1	0	0	0
202122	恐れぬ心	1	20212	1	217	180	4	1	0	0	0
202131	荒ぶる旋風	2	20213	2	508	160	2	1	0	0	0
202132	気迫を込めて	1	20213	1	217	160	2	1	0	0	0
202141	アタシに指図しないで！！	1	20214	-1	-174	0	0	1	0	0	1
202151	勇往邁進	2	20215	2	508	160	2	1	0	0	0
202152	フルスロットル	1	20215	1	217	160	2	1	0	0	0
202161	自制心	1	20216	1	217	160	0	1	0	0	0
202171	至高のダウンヒラー	2	20217	2	508	170	4	1	0	0	0
202172	下り坂巧者	1	20217	1	217	170	4	1	0	0	0
202181	99 Problems	1	20218	-1	-174	0	0	1	0	0	1
202191	一意専心	2	20219	2	508	170	2	1	0	0	0
202192	抜かりなし	1	20219	1	217	170	2	1	0	0	0
202201	川崎レース場◎	1	20220	2	174	90	0	1	0	0	0
202202	川崎レース場○	1	20220	1	129	70	0	1	0	0	0
202203	川崎レース場×	1	20220	-1	-129	40	0	1	0	0	0
202211	船橋レース場◎	1	20221	2	174	90	0	1	0	0	0
202212	船橋レース場○	1	20221	1	129	70	0	1	0	0	0
202213	船橋レース場×	1	20221	-1	-129	40	0	1	0	0	0
202221	盛岡レース場◎	1	20222	2	174	90	0	1	0	0	0
202222	盛岡レース場○	1	20222	1	129	70	0	1	0	0	0
202223	盛岡レース場×	1	20222	-1	-129	40	0	1	0	0	0
202231	ナイター◎	1	20223	2	174	90	0	1	0	0	0
202232	ナイター○	1	20223	1	129	70	0	1	0	0	0
202233	ナイター×	1	20223	-1	-129	40	0	1	0	0	0
202241	小回り◎	1	20224	2	174	90	0	1	0	0	0
202242	小回り○	1	20224	1	129	70	0	1	0	0	0
202243	小回り×	1	20224	-1	-129	40	0	1	0	0	0
202251	交流重賞◎	1	20225	2	174	90	0	1	0	0	0
202252	交流重賞○	1	20225	1	129	70	0	1	0	0	0
202253	交流重賞×	1	20225	-1	-129	40	0	1	0	0	0
202254	交流重賞の鬼	2	20225	3	461	130	0	1	0	0	0
202261	勝利の機運	2	20226	2	508	180	2	1	0	0	0
202262	明るい兆し	1	20226	1	217	180	2	1	0	0	0
202271	捲土重来	2	20227	2	508	180	2	1	0	0	0
202272	盛り返し	1	20227	1	217	180	2	1	0	0	0
202281	全速前進！	2	20228	2	508	180	3	1	0	0	0
202282	まっしぐら	1	20228	1	217	180	3	1	0	0	0
